Brand,Model Name,Model Image
benq_siemens,BenQ-Siemens SF71,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_SF71.jpg
benq_siemens,BenQ-Siemens E52,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_E52.jpg
benq_siemens,BenQ-Siemens C32,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_C32.jpg
benq_siemens,BenQ-Siemens C31,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_C31.jpg
benq_siemens,BenQ-Siemens SL80,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_SL80.jpg
benq_siemens,BenQ-Siemens AL26,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_AL26.jpg
benq_siemens,BenQ-Siemens A53,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_A53.jpg
benq_siemens,BenQ-Siemens SL91,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_SL91.jpg
benq_siemens,BenQ-Siemens E81,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_E81.jpg
benq_siemens,BenQ-Siemens E71,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_E71.jpg
benq_siemens,BenQ-Siemens EF61,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_EF61.jpg
benq_siemens,BenQ-Siemens M81,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_M81.jpg
benq_siemens,BenQ-Siemens A58,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_A58.jpg
benq_siemens,BenQ-Siemens A38,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_A38.jpg
benq_siemens,BenQ-Siemens EF71,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_EF71.jpg
benq_siemens,BenQ-Siemens P51,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_P51.jpg
benq_siemens,BenQ-Siemens EL71,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_EL71.jpg
benq_siemens,BenQ-Siemens CL71,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_CL71.jpg
benq_siemens,BenQ-Siemens CF61,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_CF61.jpg
benq_siemens,BenQ-Siemens C81,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_C81.jpg
benq_siemens,BenQ-Siemens E61,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_E61.jpg
benq_siemens,BenQ-Siemens EF91,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_EF91.jpg
benq_siemens,BenQ-Siemens S81,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_S81.jpg
benq_siemens,BenQ-Siemens EF51,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_EF51.jpg
benq_siemens,BenQ-Siemens EF81,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_EF81.jpg
benq_siemens,BenQ-Siemens S88,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_S88.jpg
benq_siemens,BenQ-Siemens Z150,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_Z150.jpg
benq_siemens,BenQ-Siemens S68,/home/kami/proyectos/vision_artificial_sem/app/in_model/GSMArenaDataset/images/benq_siemens_BenQ-Siemens_S68.jpg
